Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Gender,Age,Claim
JZI,Airlines,Online,Single Trip Travel Protect Platinum,20,MACAO,31.186620004831205,16.143556271607313,F,68,Yes
KML,Airlines,Online,Silver Plan,20,"KOREA, REPUBLIC OF",27.47806589871216,15.349319000476331,F,65,Yes
JZI,Airlines,Online,Bronze Plan,18,MACAO,29.57302311961623,11.321015544280794,F,42,Yes
KML,Travel Agency,Online,Spouse or Parents Comprehensive Plan,19,ITALY,27.190609612469277,14.195921769218305,F,63,Yes
CBH,Airlines,Online,Silver Plan,15,NEW ZEALAND,42.42920648224865,13.537320315478722,F,51,Yes
KML,Travel Agency,Online,Travel Cruise Protect,17,INDONESIA,27.961440063808347,10.809406653001998,F,48,Yes
JZI,Airlines,Online,Basic Plan,18,MACAO,29.661267491948692,11.151334222624374,F,41,Yes
CCR,Airlines,Online,Single Trip Travel Protect Gold,9,NEW ZEALAND,19.056581934190653,8.505019519381742,F,55,Yes
CBH,Airlines,Online,Silver Plan,8,NEW ZEALAND,18.145561066734402,7.4371446243112835,F,52,Yes
CBH,Airlines,Online,Silver Plan,7,NORWAY,17.561237285071172,6.7522155306747305,F,51,Yes
C2B,Airlines,Online,Bronze Plan,48,SINGAPORE,53.20493637853253,13.30323858224998,F,23,Yes
C2B,Airlines,Online,Bronze Plan,64,SINGAPORE,49.769864358526405,12.442466089631601,F,23,Yes
C2B,Airlines,Online,Bronze Plan,52,SINGAPORE,59.56078764773606,14.888736026669896,F,24,Yes
C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,44.96131820347479,11.240329550868697,F,28,Yes
C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,42.09280337322974,10.523200843307436,F,31,Yes
C2B,Airlines,Online,Bronze Plan,57,SINGAPORE,49.22777823064104,12.307788472788527,F,23,Yes
C2B,Airlines,Online,Bronze Plan,58,SINGAPORE,53.87562403399798,13.46841528767458,F,23,Yes
C2B,Airlines,Online,Bronze Plan,51,SINGAPORE,60.77608577986122,15.192353170941436,F,24,Yes
C2B,Airlines,Online,Bronze Plan,55,SINGAPORE,56.685682443574365,14.170450357916872,F,23,Yes
C2B,Airlines,Online,Bronze Plan,58,SINGAPORE,54.30770628334264,13.576362115838503,F,23,Yes
C2B,Airlines,Online,Comprehensive Plan,70,SINGAPORE,47.480168567902965,11.870042141975741,F,24,Yes
C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,53.39208757729425,13.35019651939383,F,23,Yes
C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,41.94811428524841,10.487028571312102,F,31,Yes
C2B,Airlines,Online,Bronze Plan,60,SINGAPORE,50.55786444651795,12.639466111629487,F,23,Yes
C2B,Airlines,Online,Gold Plan,76,SINGAPORE,44.857908709994916,11.214477177498729,F,25,Yes
C2B,Airlines,Online,Premier Plan,88,SINGAPORE,39.54588760711228,9.88647190177807,F,26,Yes
C2B,Airlines,Online,Bronze Plan,58,SINGAPORE,49.72370497901626,12.430926244754065,F,24,Yes
C2B,Airlines,Online,Bronze Plan,45,SINGAPORE,44.300113836119934,11.078218881012784,F,23,Yes
C2B,Airlines,Online,Comprehensive Plan,69,SINGAPORE,47.787905465970844,11.946976366492711,F,24,Yes
C2B,Airlines,Online,Bronze Plan,46,SINGAPORE,65.18334634272088,16.293416219410133,F,24,Yes
C2B,Airlines,Online,Bronze Plan,37,SINGAPORE,40.76864001695028,10.19216000423757,F,32,Yes
C2B,Airlines,Online,Bronze Plan,55,SINGAPORE,56.90890400427107,14.226217655674546,F,23,Yes
C2B,Airlines,Online,Bronze Plan,45,SINGAPORE,44.336105883052326,11.087199753675913,F,23,Yes
C2B,Airlines,Online,Bronze Plan,43,SINGAPORE,43.29082477500281,10.822706193750703,F,30,Yes
C2B,Airlines,Online,Bronze Plan,44,SINGAPORE,44.08710709872857,11.025068628444654,F,23,Yes
C2B,Airlines,Online,Bronze Plan,59,SINGAPORE,49.798589834108284,12.450219558606069,F,23,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,256.88520764972014,64.22039057685906,F,24,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,46,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,37,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,252.85,63.21,F,33,Yes
C2B,Airlines,Online,Annual Silver Plan,376,SINGAPORE,252.85,63.21,F,30,Yes
C2B,Airlines,Online,Annual Silver Plan,373,SINGAPORE,252.85,63.21,F,28,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,36,Yes
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,252.85,63.21,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,226.7849500792348,56.69550584069885,F,27,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,255.7508308386157,63.93634976903921,F,23,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,24,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,25,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,255.37508474777266,63.84226531479662,F,23,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,239.46752404545157,59.86528891339509,F,24,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,244.42306726113054,61.103838520353115,F,23,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,37,Yes
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,F,40,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,255.66725965316064,63.915424070633925,F,23,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,F,56,Yes
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,235.30823973504894,58.825750012477634,F,25,Yes
CCR,Airlines,Online,Basic Plan,26,NETHERLANDS,34.87961019946671,10.256019490026665,F,35,Yes
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,54.9784236585226,13.74914483089081,F,24,Yes
C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,40.223824344516615,10.055956086129154,F,32,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,19,SINGAPORE,41.57047468434496,10.39261867108624,F,27,Yes
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,40.496262700161765,10.12902830204206,F,23,Yes
C2B,Airlines,Online,Basic Plan,34,PORTUGAL,39.20428429968297,10.039785785015852,F,33,Yes
C2B,Airlines,Online,Basic Plan,32,PHILIPPINES,38.05743381907946,10.097128309046028,F,33,Yes
JWT,Airlines,Online,Basic Plan,21,MYANMAR,31.668802741106372,10.41655986294468,F,37,Yes
C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,46.247453999945535,11.560988506428968,F,34,Yes
CSR,Airlines,Online,Basic Plan,24,NEPAL,33.4809383543112,10.32595308228444,F,36,Yes
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,40.19228826504791,10.049994948912456,F,29,Yes
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,53.08751127431293,13.270044833805919,F,35,Yes
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,40.4613293984877,10.119945643606803,F,23,Yes
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,54.66953802929393,13.671829821877814,F,24,Yes
CSR,Airlines,Online,Basic Plan,24,NEPAL,33.46806232978812,10.326596883510595,F,36,Yes
JWT,Airlines,Online,Basic Plan,21,MYANMAR,31.86939466575197,10.406530266712402,F,37,Yes
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,51.41236403967118,12.851492639604118,F,34,Yes
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,40.18209549790009,10.047344829454024,F,29,Yes
C2B,Airlines,Online,Comprehensive Plan,29,SINGAPORE,40.597173361210785,10.149293340302696,F,30,Yes
C2B,Airlines,Online,Premier Plan,17,SINGAPORE,41.724807150865175,10.431201787716294,F,26,Yes
C2B,Airlines,Online,Basic Plan,33,PHILIPPINES,38.4476745868898,10.07761627065551,F,33,Yes
CBH,Airlines,Online,Basic Plan,29,NORWAY,36.56034635987514,10.171982682006243,F,34,Yes
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,40.26562665840519,10.06906293118535,F,27,Yes
JWT,Airlines,Online,Basic Plan,20,MYANMAR,31.598133399621233,10.420093330018938,F,37,Yes
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,49.90182681879297,12.47406989421942,F,34,Yes
C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,46.58400162751205,11.645078277798529,F,34,Yes
C2B,Airlines,Online,Premier Plan,21,SINGAPORE,71.36048462964858,17.839869379707284,F,30,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,55.94986006404778,13.990879939402575,F,38,Yes
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,57.065505130141666,14.269553834635387,F,37,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,53.77231928238584,13.446958050536377,F,39,Yes
C2B,Airlines,Online,Bronze Plan,45,SINGAPORE,65.80779936768451,16.449511967656434,F,25,Yes
C2B,Airlines,Online,Gold Plan,20,SINGAPORE,65.36545102290856,16.340190573929068,F,33,Yes
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,48.61334836762026,12.153337091905065,F,27,Yes
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,60.494392713215696,15.123598178303924,F,29,Yes
C2B,Airlines,Online,Bronze Plan,44,SINGAPORE,66.03716006193912,16.506942440706016,F,25,Yes
C2B,Airlines,Online,Comprehensive Plan,24,SINGAPORE,62.26140580905499,15.568492934260828,F,26,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,49.08290770686706,12.275602903800412,F,41,Yes
C2B,Airlines,Online,Premier Plan,20,SINGAPORE,71.61597894317597,17.903843546401543,F,30,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,19,SINGAPORE,69.11423606927785,17.278049165034883,F,32,Yes
C2B,Airlines,Online,Premier Plan,19,SINGAPORE,71.55343105288893,17.888278864114966,F,31,Yes
C2B,Airlines,Online,Comprehensive Plan,25,SINGAPORE,61.45579111685657,15.367349136918381,F,26,Yes
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,53.60832157015092,13.405993515607912,F,39,Yes
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,57.76310327842548,14.445368366935913,F,24,Yes
C2B,Airlines,Online,Premier Plan,19,SINGAPORE,71.92879111149371,17.98222074848262,F,30,Yes
C2B,Airlines,Online,Premier Plan,20,SINGAPORE,69.99086635647878,17.498364696746638,F,30,Yes
C2B,Airlines,Online,Silver Plan,18,SINGAPORE,68.79954503005501,17.2005672053797,F,32,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,50.71405942329993,12.68304377935194,F,40,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,21,SINGAPORE,67.92618725550524,16.982860947019695,F,29,Yes
C2B,Airlines,Online,Silver Plan,16,SINGAPORE,54.91656469027772,13.72914117256943,F,28,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,52.30105936520317,13.079456105265642,F,40,Yes
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,58.76950751991681,14.69664478077923,F,25,Yes
C2B,Airlines,Online,Premier Plan,20,SINGAPORE,71.59338429298202,17.898185988321483,F,30,Yes
C2B,Airlines,Online,Premier Plan,19,SINGAPORE,70.58408845967551,17.646478860577048,F,30,Yes
C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,60.50037262851829,15.126814163171773,F,24,Yes
C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,44.66602307554168,11.171505768885421,F,23,Yes
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,50.73216749735714,12.688041874339286,F,23,Yes
C2B,Airlines,Online,Comprehensive Plan,25,SINGAPORE,60.50376714962847,15.129650249616917,F,25,Yes
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,61.05480127262548,15.264966874490284,F,24,Yes
C2B,Airlines,Online,Bronze Plan,41,SINGAPORE,63.13511071692858,15.783339063890399,F,24,Yes
C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,48.01835133542969,12.009587833857424,F,23,Yes
C2B,Airlines,Online,Bronze Plan,45,SINGAPORE,65.146136683439,16.28444717357824,F,24,Yes
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,56.52463459514601,14.136021789924582,F,24,Yes
C2B,Airlines,Online,Bronze Plan,38,SINGAPORE,62.020270345587505,15.505542774638197,F,24,Yes
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,57.46990871651417,14.36708879737013,F,32,Yes
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,60.89346537077244,15.224765141569526,F,24,Yes
C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,43.77873032986149,10.949682582465371,F,23,Yes
C2B,Airlines,Online,Bronze Plan,45,SINGAPORE,65.40880829516047,16.349899771908834,F,24,Yes
C2B,Airlines,Online,Comprehensive Plan,24,SINGAPORE,52.16090118150728,13.043729054404926,F,24,Yes
C2B,Airlines,Online,Bronze Plan,42,SINGAPORE,63.67013148203588,15.91665571355648,F,24,Yes
C2B,Airlines,Online,Bronze Plan,43,SINGAPORE,64.56935241438822,16.14072388030657,F,24,Yes
C2B,Airlines,Online,Bronze Plan,38,SINGAPORE,62.06028252689343,15.515513023094757,F,24,Yes
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,57.165754942582595,14.292740097075747,F,29,Yes
C2B,Airlines,Online,Comprehensive Plan,26,SINGAPORE,59.89790296642761,14.978379643875797,F,25,Yes
C2B,Airlines,Online,Bronze Plan,42,SINGAPORE,64.06089177634814,16.01402549181134,F,24,Yes
C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,58.17415646824898,14.547166857662042,F,24,Yes
C2B,Airlines,Online,Premier Plan,20,SINGAPORE,69.30276139253672,17.326560425104333,F,29,Yes
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,57.34533497096603,14.336637437347251,F,31,Yes
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,57.61872035017383,14.403464974486937,F,33,Yes
C2B,Airlines,Online,Premier Plan,9,SINGAPORE,40.11428274733673,10.028782580913768,F,26,Yes
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,29.733877996853057,7.433469499213264,F,22,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,42.56506368482281,10.642309296995585,F,29,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,41.675451431070044,10.418862857767511,F,26,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,26.154186399910216,6.542788261006151,F,22,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,9,SINGAPORE,37.194254041701775,9.299473975965705,F,27,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,45.64757943473474,11.414993244973509,F,35,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,45.55086298139322,11.390749654002569,F,35,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,24.413192350843882,6.108037175610729,F,22,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,42.41274280902972,10.604127530796784,F,29,Yes
C2B,Airlines,Online,Comprehensive Plan,4,SINGAPORE,31.358305836063337,7.839576459015834,F,23,Yes
C2B,Airlines,Online,Gold Plan,5,SINGAPORE,33.40204610389714,8.350511525974285,F,23,Yes
C2B,Airlines,Online,Premier Plan,10,SINGAPORE,39.8907825468007,9.973012555972517,F,25,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,44.141503564020866,11.037470226714563,F,32,Yes
C2B,Airlines,Online,Comprehensive Plan,8,SINGAPORE,32.92761771130279,8.233835619760793,F,29,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,9,SINGAPORE,37.75797912012577,9.44027038311275,F,27,Yes
C2B,Airlines,Online,Premier Plan,10,SINGAPORE,38.79041859518343,9.698235957768663,F,25,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,7,SINGAPORE,36.05620665966291,9.014051664915728,F,24,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,44.845220325840806,11.21386856167743,F,34,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,7,SINGAPORE,36.946182310764094,9.236545577691023,F,24,Yes
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,41.61935947961107,10.404839869902768,F,26,Yes
CSR,Airlines,Online,Single Trip Travel Protect Silver,13,MALAYSIA,25.32770023024264,8.205777846093751,F,40,Yes
JZI,Airlines,Online,Individual Comprehensive Plan,17,"KOREA, REPUBLIC OF",29.207719043960232,10.555459666922784,F,41,Yes
C2B,Airlines,Online,Silver Plan,12,PHILIPPINES,19.191419339065295,5.0674137081876225,F,36,Yes
KML,Travel Agency,Online,Single Trip Travel Protect Silver,14,INDONESIA,31.614602298028167,16.206487538963376,F,41,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,12,MYANMAR,25.152955408521613,8.04660119939878,F,39,Yes
JZI,Airlines,Online,Bronze Plan,17,MACAO,29.691481111533694,10.521596322192641,F,39,Yes
JZI,Airlines,Online,Travel Cruise Protect,16,INDONESIA,27.47376993360884,10.30709024220938,F,47,Yes
JZI,Airlines,Online,Value Plan,13,MYANMAR,29.851704763381232,10.977010266935384,F,48,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,14,MYANMAR,22.94731777176043,7.443513664029494,F,41,Yes
JZI,Airlines,Online,Travel Cruise Protect,16,JAPAN,26.56816274837965,9.734174538711757,F,46,Yes
C2B,Airlines,Online,Silver Plan,10,NORWAY,23.37413353767306,6.426256186134917,F,34,Yes
JZI,Airlines,Online,Basic Plan,17,MACAO,29.8420528939118,10.511056297426174,F,38,Yes
CSR,Airlines,Online,Single Trip Travel Protect Silver,13,MALAYSIA,25.528544938054964,8.388729116300977,F,40,Yes
JZI,Airlines,Online,Single Trip Travel Protect Platinum,17,ITALY,28.616951926469852,10.59681336514711,F,44,Yes
JZI,Airlines,Online,Value Plan,14,MACAO,29.378585735948338,10.890902603942598,F,48,Yes
CBH,Airlines,Online,Single Trip Travel Protect Gold,11,NEW ZEALAND,23.875301353969242,6.882774506070163,F,36,Yes
JZI,Airlines,Online,Value Plan,9,SINGAPORE,31.700361552734652,11.313465802597708,F,48,Yes
JZI,Airlines,Online,Value Plan,10,PORTUGAL,31.422819378342464,11.26295312685833,F,48,Yes
CSR,Airlines,Online,Single Trip Travel Protect Silver,13,MALAYSIA,25.267150529210262,8.150622572971528,F,40,Yes
JWT,Airlines,Online,Spouse or Parents Comprehensive Plan,15,JAPAN,26.898710810506273,9.63682566557026,F,44,Yes
C2B,Airlines,Online,Silver Plan,9,PORTUGAL,22.644997761987856,5.7620797795562115,F,32,Yes
JZI,Airlines,Online,Value Plan,9,SPAIN,31.762781351741214,11.324826206016901,F,48,Yes
JZI,Airlines,Online,Individual Comprehensive Plan,17,"KOREA, REPUBLIC OF",29.245186806872717,10.55283692351891,F,41,Yes
KML,Travel Agency,Online,Single Trip Travel Protect Silver,13,ITALY,32.34200513255802,17.326687904139355,F,40,Yes
JWT,Airlines,Online,Spouse or Parents Comprehensive Plan,14,LAO PEOPLE'S DEMOCRATIC REPUBLIC,26.222740644015612,9.021078295730586,F,42,Yes
CCR,Airlines,Online,Single Trip Travel Protect Platinum,12,NEPAL,24.567191102053656,7.513023167507057,F,38,Yes
C2B,Airlines,Online,Gold Plan,10,SINGAPORE,22.91818967929727,5.734547419824318,F,27,Yes
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,22.890932169063543,5.727733042265886,F,23,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.499786577553262,5.6299466443883155,F,24,Yes
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,24.187429839917368,6.0508754173508885,F,22,Yes
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,25.537053559679578,6.386353313406066,F,22,Yes
C2B,Airlines,Online,Premier Plan,12,SINGAPORE,18.510055203016766,4.632513800754191,F,35,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.848878294985216,5.9667211761820385,F,22,Yes
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,27.707560658903176,6.930398121938948,F,26,Yes
C2B,Airlines,Online,Gold Plan,12,SINGAPORE,20.6318942381043,5.162973559526075,F,30,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,24.920906413969877,6.233196737186797,F,22,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.518858291210872,5.884707885465409,F,22,Yes
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,27.820817729947464,6.95867222761809,F,26,Yes
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,25.610617289343978,6.4046391547797885,F,22,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.52169549389759,5.635423873474398,F,24,Yes
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,23.173747139645997,5.798436784911499,F,22,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.189618114397252,5.552404528599313,F,25,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.35770604016138,5.5944265100403445,F,25,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,25.035680922487778,6.263375662918935,F,23,Yes
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,23.015259162714933,5.758814790678733,F,23,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.81031482783666,5.957468666240074,F,22,Yes
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,26.037323960360705,6.513431229820545,F,24,Yes
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,26.26081109018859,6.566258756704021,F,22,Yes
C2B,Airlines,Online,Premier Plan,9,SINGAPORE,22.56338248882591,5.645845622206477,F,31,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,24.84921950835464,6.216826430454492,F,23,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,29.3261451929319,7.33447028929931,F,28,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.94639184139544,5.991439665369642,F,22,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,22.17080437896617,5.547701094741543,M,27,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,22.33767063053272,5.58941765763318,F,32,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,20.6090586971972,5.1572646742993,F,33,Yes
C2B,Airlines,Online,Gold Plan,8,SINGAPORE,26.059453757145313,6.518758018864855,M,31,Yes
C2B,Airlines,Online,Premier Plan,9,SINGAPORE,22.695056111679328,5.678764027919832,F,30,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,19.049747514761286,4.767436878690321,F,36,Yes
C2B,Airlines,Online,Gold Plan,8,SINGAPORE,26.521082141402303,6.6340217520768485,M,31,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,21.953519065720755,5.493379766430189,F,32,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,18.938554205802166,4.7396385514505415,F,35,Yes
C2B,Airlines,Online,Gold Plan,10,SINGAPORE,23.07182471536641,5.772956178841603,F,26,Yes
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,20.41835046005711,5.109587615014277,F,34,Yes
C2B,Airlines,Online,Comprehensive Plan,12,SINGAPORE,22.204020572865122,5.5560051432162805,M,27,Yes
C2B,Airlines,Online,Gold Plan,11,SINGAPORE,22.33502547322405,5.588756368306012,M,29,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,22.032728370255807,5.513182092563952,F,32,Yes
C2B,Airlines,Online,Gold Plan,10,SINGAPORE,23.05910152941125,5.7697753823528135,F,26,Yes
C2B,Airlines,Online,Premier Plan,8,SINGAPORE,23.17343063821132,5.798148519603075,M,31,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,10,SINGAPORE,22.357688112198726,5.5944220280496815,M,29,Yes
C2B,Airlines,Online,Gold Plan,11,SINGAPORE,22.281970865482627,5.575492716370657,M,28,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.414729190538633,5.858682297634658,F,22,Yes
C2B,Airlines,Online,Individual Comprehensive Plan,8,SINGAPORE,25.434475464539688,6.362707538350903,M,31,Yes
C2B,Airlines,Online,Premier Plan,8,SINGAPORE,23.693142881475968,5.927915179101452,M,31,Yes
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,21.60356712607412,5.40589178151853,F,32,Yes
C2B,Airlines,Online,Gold Plan,11,SINGAPORE,22.29564719549229,5.578911798873072,M,28,Yes
C2B,Airlines,Online,Gold Plan,10,SINGAPORE,22.91924398214386,5.734810995535965,F,27,Yes
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,22.257691221085498,5.569422805271374,F,32,Yes
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,22.468869110610644,5.622217277652661,F,32,Yes
CBH,Airlines,Online,Single Trip Travel Protect Gold,3,SPAIN,18.654001531298967,5.333400663562886,F,45,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,27.586820283942174,6.898728675532801,F,32,Yes
CSR,Airlines,Online,Spouse or Parents Comprehensive Plan,6,SWITZERLAND,28.920571974805775,9.78224785574917,F,47,Yes
JWT,Airlines,Online,Travel Cruise Protect,6,"TAIWAN, PROVINCE OF CHINA",30.305666763663332,10.382455597587445,F,48,Yes
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,19.774792593425207,4.946881343418585,F,36,Yes
C2B,Airlines,Online,Comprehensive Plan,6,SINGAPORE,24.745840174567128,6.188026898975314,F,35,Yes
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,21.686271151424535,5.426025301957083,F,33,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,17.366272864447122,4.344948605918134,F,39,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,18.13383826989859,4.537936479288788,F,36,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,18.1681410868583,4.5465611875529435,F,36,Yes
CSR,Airlines,Online,Single Trip Travel Protect Silver,5,SWEDEN,26.26614352976128,8.631995529563222,F,47,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,16.739856482406914,4.18744962986231,F,40,Yes
CSR,Airlines,Online,Spouse or Parents Comprehensive Plan,5,SWITZERLAND,27.114013732457188,8.999405950731449,F,47,Yes
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,17.813279550171586,4.455195407243011,F,39,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,28.55928611898414,7.142001479282849,F,31,Yes
C2B,Airlines,Online,Comprehensive Plan,6,SINGAPORE,24.577584485264104,6.1459359258956505,F,35,Yes
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,16.83643658607606,4.211732627356267,F,39,Yes
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,18.259421256689453,4.5695116302533485,F,36,Yes
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,16.248517672997004,4.062961763364583,F,42,Yes
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,16.718086613882928,4.181976062919136,F,40,Yes
C2B,Airlines,Online,Comprehensive Plan,6,SINGAPORE,25.037034297365473,6.260872245450269,F,34,Yes
